Sr.,Year,Institute,Program,Duration,Degree,Category,Pool,Opening,Closing
1639,2022,IIT-Patna,Computer Science and Engineering,4 Years,B.Tech,GEN-PWD,Gender-Neutral,101,121
1640,2022,IIT-Patna,Computer Science and Engineering,4 Years,B.Tech,GEN-PWD,Female-Only,131,131
1641,2022,IIT-Patna,Computer Science and Engineering,4 Years,B.Tech,GEN-EWS,Gender-Neutral,303,415
1642,2022,IIT-Patna,Computer Science and Engineering,4 Years,B.Tech,GEN-EWS,Female-Only,1020,1020
1643,2022,IIT-Patna,Computer Science and Engineering,4 Years,B.Tech,OBC-NCL,Gender-Neutral,571,1007
1644,2022,IIT-Patna,Computer Science and Engineering,4 Years,B.Tech,OBC-NCL,Female-Only,2463,2784
1645,2022,IIT-Patna,Computer Science and Engineering,4 Years,B.Tech,OBC-NCL-PWD,Gender-Neutral,50,50
1646,2022,IIT-Patna,Computer Science and Engineering,4 Years,B.Tech,SC,Gender-Neutral,286,630
1647,2022,IIT-Patna,Computer Science and Engineering,4 Years,B.Tech,SC,Female-Only,845,1366
1648,2022,IIT-Patna,Computer Science and Engineering,4 Years,B.Tech,ST,Gender-Neutral,203,324
1649,2022,IIT-Patna,Computer Science and Engineering,4 Years,B.Tech,ST,Female-Only,462,462
1650,2022,IIT-Patna,Electrical and Electronics Engineering,4 Years,B.Tech,GEN,Gender-Neutral,5453,7028
1651,2022,IIT-Gandhinagar,Mechanical Engineering,4 Years,B.Tech,OBC-NCL,Gender-Neutral,2744,3215
1652,2022,IIT-Gandhinagar,Mechanical Engineering,4 Years,B.Tech,OBC-NCL,Female-Only,6495,7249
1653,2022,IIT-Gandhinagar,Mechanical Engineering,4 Years,B.Tech,SC,Female-Only,1942,2038
1654,2022,IIT-Patna,Electrical and Electronics Engineering,4 Years,B.Tech,OBC-NCL,Gender-Neutral,1686,2386
1655,2022,IIT-Patna,Electrical and Electronics Engineering,4 Years,B.Tech,OBC-NCL,Female-Only,4711,5616
1656,2022,IIT-Patna,Electrical and Electronics Engineering,4 Years,B.Tech,SC,Gender-Neutral,1146,1574
1657,2022,IIT-Patna,Electrical and Electronics Engineering,4 Years,B.Tech,SC,Female-Only,2122,2478
1658,2022,IIT-Patna,Electrical and Electronics Engineering,4 Years,B.Tech,ST,Gender-Neutral,611,779
1659,2022,IIT-Patna,Electrical and Electronics Engineering,4 Years,B.Tech,ST,Female-Only,1208,1208
1660,2022,IIT-Patna,Engineering Physics,4 Years,B.Tech,GEN,Gender-Neutral,11037,12318
1661,2022,IIT-Patna,Engineering Physics,4 Years,B.Tech,GEN,Female-Only,20984,22268
1662,2022,IIT-Patna,Engineering Physics,4 Years,B.Tech,GEN-EWS,Gender-Neutral,1883,2103
1663,2022,IIT-Patna,Engineering Physics,4 Years,B.Tech,GEN-EWS,Female-Only,3573,3573
1664,2022,IIT-Patna,Engineering Physics,4 Years,B.Tech,OBC-NCL,Gender-Neutral,4460,4920
1665,2022,IIT-Patna,Engineering Physics,4 Years,B.Tech,OBC-NCL,Female-Only,8131,8874
1666,2022,IIT-Patna,Engineering Physics,4 Years,B.Tech,SC,Gender-Neutral,2293,2786
1667,2022,IIT-Patna,Engineering Physics,4 Years,B.Tech,SC,Female-Only,3458,3458
1668,2022,IIT-Patna,Engineering Physics,4 Years,B.Tech,ST,Gender-Neutral,1316,1355
1669,2022,IIT-Patna,Mathematics and Computing,4 Years,BSc,GEN,Gender-Neutral,4009,5785
1670,2022,IIT-Patna,Mathematics and Computing,4 Years,BSc,GEN,Female-Only,6970,10027
1671,2022,IIT-Patna,Mathematics and Computing,4 Years,BSc,GEN-EWS,Gender-Neutral,743,895
1672,2022,IIT-Patna,Mathematics and Computing,4 Years,BSc,GEN-EWS,Female-Only,1778,1778
1673,2022,IIT-Patna,Mathematics and Computing,4 Years,BSc,OBC-NCL,Gender-Neutral,1628,2152
1674,2022,IIT-Patna,Mathematics and Computing,4 Years,BSc,OBC-NCL,Female-Only,4548,5503
1675,2022,IIT-Patna,Mathematics and Computing,4 Years,BSc,SC,Gender-Neutral,1159,1501
1676,2022,IIT-Patna,Mathematics and Computing,4 Years,BSc,SC,Female-Only,1894,1894
1677,2022,IIT-Patna,Mathematics and Computing,4 Years,BSc,ST,Gender-Neutral,600,668
1678,2022,IIT-Patna,Mathematics and Computing,4 Years,BSc,ST,Female-Only,1126,1126
1679,2022,IIT-Patna,Mechanical Engineering,4 Years,B.Tech,GEN,Gender-Neutral,8251,10861
1680,2022,IIT-Patna,Mechanical Engineering,4 Years,B.Tech,GEN,Female-Only,17672,19143
1681,2022,IIT-Patna,Mechanical Engineering,4 Years,B.Tech,GEN-EWS,Gender-Neutral,1531,1754
1682,2022,IIT-Patna,Mechanical Engineering,4 Years,B.Tech,GEN-EWS,Female-Only,3097,3116
1683,2022,IIT-Patna,Mechanical Engineering,4 Years,B.Tech,OBC-NCL,Gender-Neutral,2836,3858
1684,2022,IIT-Patna,Mechanical Engineering,4 Years,B.Tech,OBC-NCL,Female-Only,6213,7886
1685,2022,IIT-Patna,Mechanical Engineering,4 Years,B.Tech,SC,Gender-Neutral,1687,2108
1686,2022,IIT-Patna,Mechanical Engineering,4 Years,B.Tech,SC,Female-Only,2967,3290
1687,2022,IIT-Patna,Mechanical Engineering,4 Years,B.Tech,ST,Gender-Neutral,962,1028
1688,2022,IIT-Patna,Mechanical Engineering,4 Years,B.Tech,ST,Female-Only,1532,1532
1689,2022,IIT-Patna,Metallurgical and Materials Engineering,4 Years,B.Tech,GEN,Gender-Neutral,13803,14895
1690,2022,IIT-Patna,Metallurgical and Materials Engineering,4 Years,B.Tech,GEN,Female-Only,22511,23213
1691,2022,IIT-Patna,Metallurgical and Materials Engineering,4 Years,B.Tech,GEN-EWS,Gender-Neutral,2148,2226
1692,2022,IIT-Patna,Metallurgical and Materials Engineering,4 Years,B.Tech,GEN-EWS,Female-Only,3889,3889
1693,2022,IIT-Patna,Metallurgical and Materials Engineering,4 Years,B.Tech,OBC-NCL,Gender-Neutral,4886,5285
1694,2022,IIT-Patna,Metallurgical and Materials Engineering,4 Years,B.Tech,OBC-NCL,Female-Only,9006,9006
1695,2022,IIT-Patna,Metallurgical and Materials Engineering,4 Years,B.Tech,SC,Gender-Neutral,2387,2793
1696,2022,IIT-Patna,Metallurgical and Materials Engineering,4 Years,B.Tech,SC,Female-Only,3520,3520
1697,2022,IIT-Patna,Metallurgical and Materials Engineering,4 Years,B.Tech,ST,Gender-Neutral,1272,1336
1698,2022,IIT-Patna,Metallurgical and Materials Engineering,4 Years,B.Tech,ST,Female-Only,336 - P,336 - P
1699,2022,IIT-Roorkee,Architecture,5 Years,B.Arch,GEN,Gender-Neutral,15376,17464
1700,2022,IIT-Roorkee,Architecture,5 Years,B.Arch,GEN,Female-Only,9537,24098
1701,2022,IIT-Patna,Electrical and Electronics Engineering,4 Years,B.Tech,GEN,Female-Only,10402,12123
1702,2022,IIT-Patna,Electrical and Electronics Engineering,4 Years,B.Tech,GEN-EWS,Gender-Neutral,992,1125
1703,2022,IIT-Patna,Electrical and Electronics Engineering,4 Years,B.Tech,GEN-EWS,Gender-Neutral,4541,5783
1704,2022,IIT-Roorkee,Architecture,5 Years,B.Arch,OBC-NCL,Female-Only,6716,6716
1705,2022,IIT-Roorkee,Architecture,5 Years,B.Arch,SC,Gender-Neutral,2751,3162
1706,2022,IIT-Roorkee,Architecture,5 Years,B.Arch,SC,Female-Only,2808,2808
1707,2022,IIT-Roorkee,Architecture,5 Years,B.Arch,ST,Gender-Neutral,892,1382
1708,2022,IIT-Roorkee,Architecture,5 Years,B.Arch,ST,Female-Only,719 - P,719 - P
1709,2022,IIT-Roorkee,Biosciences and Bioengineering,4 Years,B.Tech,GEN,Gender-Neutral,6480,7855
1710,2022,IIT-Roorkee,Biosciences and Bioengineering,4 Years,B.Tech,GEN,Female-Only,10909,13326
1711,2022,IIT-Roorkee,Biosciences and Bioengineering,4 Years,B.Tech,GEN-EWS,Gender-Neutral,1295,1443
1712,2022,IIT-Roorkee,Biosciences and Bioengineering,4 Years,B.Tech,GEN-EWS,Female-Only,2689,2689
1713,2022,IIT-Roorkee,Biosciences and Bioengineering,4 Years,B.Tech,OBC-NCL,Gender-Neutral,3014,3393
1714,2022,IIT-Roorkee,Biosciences and Bioengineering,4 Years,B.Tech,OBC-NCL,Female-Only,6943,7360
1715,2022,IIT-Roorkee,Biosciences and Bioengineering,4 Years,B.Tech,SC,Gender-Neutral,1811,1949
1716,2022,IIT-Roorkee,Biosciences and Bioengineering,4 Years,B.Tech,SC,Female-Only,2961,2961
1717,2022,IIT-Roorkee,Biosciences and Bioengineering,4 Years,B.Tech,ST,Gender-Neutral,1139,1168
1718,2022,IIT-Roorkee,Biosciences and Bioengineering,4 Years,B.Tech,ST,Female-Only,1285,1285
1719,2022,IIT-Roorkee,Chemical Engineering,4 Years,B.Tech,GEN,Gender-Neutral,4222,5075
1720,2022,IIT-Roorkee,Chemical Engineering,4 Years,B.Tech,GEN,Female-Only,5930,10128
1721,2022,IIT-Roorkee,Chemical Engineering,4 Years,B.Tech,GEN-EWS,Gender-Neutral,615,939
1722,2022,IIT-Roorkee,Chemical Engineering,4 Years,B.Tech,GEN-EWS,Female-Only,1455,1779
1723,2022,IIT-Roorkee,Chemical Engineering,4 Years,B.Tech,OBC-NCL,Gender-Neutral,1663,2307
1724,2022,IIT-Roorkee,Chemical Engineering,4 Years,B.Tech,OBC-NCL,Female-Only,4555,5335
1725,2022,IIT-Roorkee,Chemical Engineering,4 Years,B.Tech,SC,Gender-Neutral,1086,1338
1726,2022,IIT-Roorkee,Chemical Engineering,4 Years,B.Tech,SC,Female-Only,1588,2023
1727,2022,IIT-Roorkee,Chemical Engineering,4 Years,B.Tech,ST,Gender-Neutral,645,883
1728,2022,IIT-Roorkee,Chemical Engineering,4 Years,B.Tech,ST,Female-Only,839,1080
1729,2022,IIT-Roorkee,Chemical Sciences,5 Years,BS + MS (IDD),GEN,Gender-Neutral,10145,12342
1730,2022,IIT-Roorkee,Chemical Sciences,5 Years,BS + MS (IDD),GEN,Female-Only,18073,19536
1731,2022,IIT-Roorkee,Chemical Sciences,5 Years,BS + MS (IDD),GEN-EWS,Gender-Neutral,1836,1961
1732,2022,IIT-Roorkee,Chemical Sciences,5 Years,BS + MS (IDD),GEN-EWS,Female-Only,3786,3786
1733,2022,IIT-Roorkee,Chemical Sciences,5 Years,BS + MS (IDD),OBC-NCL,Gender-Neutral,3087,4884
1734,2022,IIT-Roorkee,Chemical Sciences,5 Years,BS + MS (IDD),OBC-NCL,Female-Only,8639,8708
1735,2022,IIT-Roorkee,Chemical Sciences,5 Years,BS + MS (IDD),SC,Gender-Neutral,1510,2463
1736,2022,IIT-Roorkee,Chemical Sciences,5 Years,BS + MS (IDD),SC,Female-Only,3445,3445
1737,2022,IIT-Roorkee,Chemical Sciences,5 Years,BS + MS (IDD),ST,Gender-Neutral,1135,1228
1738,2022,IIT-Roorkee,Civil Engineering,4 Years,B.Tech,GEN,Gender-Neutral,4433,6853
1739,2022,IIT-Roorkee,Civil Engineering,4 Years,B.Tech,GEN,Female-Only,8677,13274
1740,2022,IIT-Roorkee,Civil Engineering,4 Years,B.Tech,GEN-EWS,Gender-Neutral,926,1198
1741,2022,IIT-Roorkee,Civil Engineering,4 Years,B.Tech,GEN-EWS,Female-Only,2120,2278
1742,2022,IIT-Roorkee,Civil Engineering,4 Years,B.Tech,OBC-NCL,Gender-Neutral,1801,2811
1743,2022,IIT-Roorkee,Civil Engineering,4 Years,B.Tech,OBC-NCL,Female-Only,4495,6037
1744,2022,IIT-Roorkee,Civil Engineering,4 Years,B.Tech,SC,Gender-Neutral,1011,1378
1745,2022,IIT-Roorkee,Civil Engineering,4 Years,B.Tech,SC,Female-Only,671,2517
1746,2022,IIT-Roorkee,Civil Engineering,4 Years,B.Tech,ST,Gender-Neutral,172,375
1747,2022,IIT-Roorkee,Civil Engineering,4 Years,B.Tech,ST,Female-Only,293,801
1748,2022,IIT-Roorkee,Computer Science and Engineering,4 Years,B.Tech,GEN,Gender-Neutral,271,413
1749,2022,IIT-Roorkee,Computer Science and Engineering,4 Years,B.Tech,GEN,Female-Only,1011,1463
1750,2022,IIT-Roorkee,Computer Science and Engineering,4 Years,B.Tech,GEN-PWD,Gender-Neutral,18,26
1751,2022,IIT-Roorkee,Architecture,5 Years,B.Arch,GEN-EWS,Gender-Neutral,2595,2804
1752,2022,IIT-Roorkee,Architecture,5 Years,B.Arch,GEN-EWS,Female-Only,4162,4162
1753,2022,IIT-Roorkee,Architecture,5 Years,B.Tech,GEN-EWS,Female-Only,178,186
1754,2022,IIT-Roorkee,Computer Science and Engineering,4 Years,B.Tech,OBC-NCL,Gender-Neutral,156,213
1755,2022,IIT-Roorkee,Computer Science and Engineering,4 Years,B.Tech,OBC-NCL,Female-Only,488,611
1756,2022,IIT-Roorkee,Computer Science and Engineering,4 Years,B.Tech,OBC-NCL-PWD,Gender-Neutral,11,11
1757,2022,IIT-Roorkee,Computer Science and Engineering,4 Years,B.Tech,SC,Gender-Neutral,84,123
1758,2022,IIT-Roorkee,Computer Science and Engineering,4 Years,B.Tech,SC,Female-Only,375,454
1759,2022,IIT-Roorkee,Computer Science and Engineering,4 Years,B.Tech,SC-PWD,Gender-Neutral,4,4
1760,2022,IIT-Roorkee,Computer Science and Engineering,4 Years,B.Tech,ST,Gender-Neutral,15,60
1761,2022,IIT-Roorkee,Computer Science and Engineering,4 Years,B.Tech,ST,Female-Only,128,183
1762,2022,IIT-Roorkee,Data Science and Artificial Intelligence,4 Years,B.Tech,GEN,Gender-Neutral,535,822
